Cusip,SecurityType,Rate,MaturityDate,CallDate,Buy,Sell,EndOfDay,Date
9128286B1,MARKET BASED NOTE,0.026250,2029-02-15,,94.578125,94.531250,94.781250,2023-03-31
91282CEB3,MARKET BASED NOTE,0.018750,2029-02-28,,90.593750,90.562500,90.812500,2023-03-31
91282CEE7,MARKET BASED NOTE,0.023750,2029-03-31,,93.125000,93.093750,93.312500,2023-03-31
91282CEM9,MARKET BASED NOTE,0.028750,2029-04-30,,95.781250,95.750000,95.968750,2023-03-31
9128286T2,MARKET BASED NOTE,0.023750,2029-05-15,,93.046875,93.000000,93.281250,2023-03-31
91282CES6,MARKET BASED NOTE,0.027500,2029-05-31,,95.062500,95.031250,95.281250,2023-03-31
91282CEV9,MARKET BASED NOTE,0.032500,2029-06-30,,97.796875,97.781250,98.000000,2023-03-31
91282CFC0,MARKET BASED NOTE,0.026250,2029-07-31,,94.343750,94.312500,94.531250,2023-03-31
912828YB0,MARKET BASED NOTE,0.016250,2029-08-15,,88.953125,88.906250,89.156250,2023-03-31
91282CFJ5,MARKET BASED NOTE,0.031250,2029-08-31,,97.109375,97.093750,97.312500,2023-03-31
91282CFL0,MARKET BASED NOTE,0.038750,2029-09-30,,101.406250,101.375000,101.625000,2023-03-31
91282CFT3,MARKET BASED NOTE,0.040000,2029-10-31,,102.187500,102.156250,102.375000,2023-03-31
912828YS3,MARKET BASED NOTE,0.017500,2029-11-15,,89.578125,89.531250,89.781250,2023-03-31
91282CFY2,MARKET BASED NOTE,0.038750,2029-11-30,,101.500000,101.468750,101.718750,2023-03-31
91282CGB1,MARKET BASED NOTE,0.038750,2029-12-31,,101.578125,101.562500,101.781250,2023-03-31
91282CGJ4,MARKET BASED NOTE,0.035000,2030-01-31,,99.359375,99.343750,99.562500,2023-03-31
912828Z94,MARKET BASED NOTE,0.015000,2030-02-15,,87.453125,87.406250,87.625000,2023-03-31
91282CGQ8,MARKET BASED NOTE,0.040000,2030-02-28,,102.390625,102.375000,102.625000,2023-03-31
91282CGS4,MARKET BASED NOTE,0.036250,2030-03-31,,100.234375,100.218750,100.437500,2023-03-31
912828ZQ6,MARKET BASED NOTE,0.006250,2030-05-15,,81.671875,81.625000,81.812500,2023-03-31
91282CAE1,MARKET BASED NOTE,0.006250,2030-08-15,,81.281250,81.250000,81.468750,2023-03-31
91282CAV3,MARKET BASED NOTE,0.008750,2030-11-15,,82.546875,82.500000,82.750000,2023-03-31
91282CBL4,MARKET BASED NOTE,0.011250,2031-02-15,,84.000000,83.968750,84.187500,2023-03-31
91282CCB5,MARKET BASED NOTE,0.016250,2031-05-15,,86.703125,86.656250,86.906250,2023-03-31
91282CCS8,MARKET BASED NOTE,0.012500,2031-08-15,,83.656250,83.625000,83.875000,2023-03-31
91282CDJ7,MARKET BASED NOTE,0.013750,2031-11-15,,84.187500,84.156250,84.406250,2023-03-31
91282CDY4,MARKET BASED NOTE,0.018750,2032-02-15,,87.562500,87.531250,87.781250,2023-03-31
91282CEP2,MARKET BASED NOTE,0.028750,2032-05-15,,94.937500,94.906250,95.156250,2023-03-31
91282CFF3,MARKET BASED NOTE,0.027500,2032-08-15,,93.859375,93.843750,94.093750,2023-03-31
91282CFV8,MARKET BASED NOTE,0.041250,2032-11-15,,104.828125,104.812500,105.093750,2023-03-31
91282CGM7,MARKET BASED NOTE,0.035000,2033-02-15,,99.890625,99.875000,100.156250,2023-03-31
912810EQ7,MARKET BASED BOND,0.062500,2023-08-15,,0.000000,100.406250,100.406250,2023-03-31
912810ES3,MARKET BASED BOND,0.075000,2024-11-15,,105.093750,104.843750,104.937500,2023-03-31
912810ET1,MARKET BASED BOND,0.076250,2025-02-15,,106.234375,105.968750,106.062500,2023-03-31
912810EV6,MARKET BASED BOND,0.068750,2025-08-15,,106.640625,106.312500,106.468750,2023-03-31
912810EW4,MARKET BASED BOND,0.060000,2026-02-15,,105.734375,105.343750,105.531250,2023-03-31
912810EX2,MARKET BASED BOND,0.067500,2026-08-15,,109.109375,108.750000,109.000000,2023-03-31
912810EY0,MARKET BASED BOND,0.065000,2026-11-15,,109.062500,108.812500,109.031250,2023-03-31
912810EZ7,MARKET BASED BOND,0.066250,2027-02-15,,110.171875,109.843750,110.062500,2023-03-31
912810FA1,MARKET BASED BOND,0.063750,2027-08-15,,110.546875,110.312500,110.562500,2023-03-31
912810FB9,MARKET BASED BOND,0.061250,2027-11-15,,110.281250,110.093750,110.343750,2023-03-31
912810FE3,MARKET BASED BOND,0.055000,2028-08-15,,108.703125,108.468750,108.718750,2023-03-31
912810FF0,MARKET BASED BOND,0.052500,2028-11-15,,108.031250,107.843750,108.062500,2023-03-31
912810FG8,MARKET BASED BOND,0.052500,2029-02-15,,108.203125,107.906250,108.156250,2023-03-31
912810FJ2,MARKET BASED BOND,0.061250,2029-08-15,,113.984375,113.812500,114.031250,2023-03-31
912810FM5,MARKET BASED BOND,0.062500,2030-05-15,,116.625000,116.312500,116.593750,2023-03-31
912810FP8,MARKET BASED BOND,0.053750,2031-02-15,,112.484375,112.125000,112.437500,2023-03-31
912810FT0,MARKET BASED BOND,0.045000,2036-02-15,,110.937500,110.750000,111.093750,2023-03-31
912810PT9,MARKET BASED BOND,0.047500,2037-02-15,,113.750000,113.531250,113.937500,2023-03-31
912810PU6,MARKET BASED BOND,0.050000,2037-05-15,,116.328125,116.125000,116.531250,2023-03-31
912810PW2,MARKET BASED BOND,0.043750,2038-02-15,,109.250000,109.093750,109.437500,2023-03-31
912810PX0,MARKET BASED BOND,0.045000,2038-05-15,,110.593750,110.437500,110.812500,2023-03-31
912810QA9,MARKET BASED BOND,0.035000,2039-02-15,,98.546875,98.343750,98.750000,2023-03-31
912810QB7,MARKET BASED BOND,0.042500,2039-05-15,,107.578125,107.406250,107.812500,2023-03-31
912810QC5,MARKET BASED BOND,0.045000,2039-08-15,,110.703125,110.562500,110.968750,2023-03-31
912810QD3,MARKET BASED BOND,0.043750,2039-11-15,,108.953125,108.781250,109.187500,2023-03-31
912810QE1,MARKET BASED BOND,0.046250,2040-02-15,,112.218750,112.062500,112.468750,2023-03-31
912810QH4,MARKET BASED BOND,0.043750,2040-05-15,,108.812500,108.656250,109.062500,2023-03-31
912810SR0,MARKET BASED BOND,0.011250,2040-05-15,,66.312500,66.187500,66.500000,2023-03-31
912810SQ2,MARKET BASED BOND,0.011250,2040-08-15,,65.937500,65.812500,66.093750,2023-03-31
912810QK7,MARKET BASED BOND,0.038750,2040-08-15,,102.218750,102.062500,102.468750,2023-03-31
912810QL5,MARKET BASED BOND,0.042500,2040-11-15,,107.031250,106.875000,107.312500,2023-03-31
912810ST6,MARKET BASED BOND,0.013750,2040-11-15,,68.718750,68.593750,68.843750,2023-03-31
912810SW9,MARKET BASED BOND,0.018750,2041-02-15,,74.562500,74.437500,74.781250,2023-03-31
912810QN1,MARKET BASED BOND,0.047500,2041-02-15,,113.578125,113.437500,113.875000,2023-03-31
912810QQ4,MARKET BASED BOND,0.043750,2041-05-15,,108.468750,108.312500,108.781250,2023-03-31
912810SY5,MARKET BASED BOND,0.022500,2041-05-15,,79.171875,79.062500,79.437500,2023-03-31
912810TA6,MARKET BASED BOND,0.017500,2041-08-15,,72.187500,72.093750,72.406250,2023-03-31
912810QS0,MARKET BASED BOND,0.037500,2041-08-15,,99.531250,99.406250,99.843750,2023-03-31
912810QT8,MARKET BASED BOND,0.031250,2041-11-15,,90.859375,90.718750,91.156250,2023-03-31
912810TC2,MARKET BASED BOND,0.020000,2041-11-15,,75.203125,75.093750,75.437500,2023-03-31
912810TF5,MARKET BASED BOND,0.023750,2042-02-15,,80.078125,80.000000,80.406250,2023-03-31
912810QU5,MARKET BASED BOND,0.031250,2042-02-15,,90.437500,90.312500,90.750000,2023-03-31
912810QW1,MARKET BASED BOND,0.030000,2042-05-15,,88.453125,88.343750,88.781250,2023-03-31
912810TH1,MARKET BASED BOND,0.032500,2042-05-15,,91.906250,91.843750,92.281250,2023-03-31
912810TK4,MARKET BASED BOND,0.033750,2042-08-15,,93.531250,93.468750,93.937500,2023-03-31
912810QX9,MARKET BASED BOND,0.027500,2042-08-15,,84.734375,84.593750,85.062500,2023-03-31
912810QY7,MARKET BASED BOND,0.027500,2042-11-15,,84.437500,84.312500,84.812500,2023-03-31
912810TM0,MARKET BASED BOND,0.040000,2042-11-15,,102.312500,102.281250,102.750000,2023-03-31
912810TQ1,MARKET BASED BOND,0.038750,2043-02-15,,100.437500,100.406250,100.906250,2023-03-31
912810QZ4,MARKET BASED BOND,0.031250,2043-02-15,,89.515625,89.375000,89.906250,2023-03-31
912810RB6,MARKET BASED BOND,0.028750,2043-05-15,,86.046875,85.906250,86.375000,2023-03-31
912810RC4,MARKET BASED BOND,0.036250,2043-08-15,,96.640625,96.500000,97.062500,2023-03-31
912810RD2,MARKET BASED BOND,0.037500,2043-11-15,,98.328125,98.187500,98.718750,2023-03-31
912810RE0,MARKET BASED BOND,0.036250,2044-02-15,,96.328125,96.187500,96.718750,2023-03-31
912810RG5,MARKET BASED BOND,0.033750,2044-05-15,,92.609375,92.468750,92.968750,2023-03-31
912810RH3,MARKET BASED BOND,0.031250,2044-08-15,,88.843750,88.718750,89.187500,2023-03-31
912810RJ9,MARKET BASED BOND,0.030000,2044-11-15,,86.890625,86.781250,87.218750,2023-03-31
912810RK6,MARKET BASED BOND,0.025000,2045-02-15,,79.468750,79.343750,79.750000,2023-03-31
912810RM2,MARKET BASED BOND,0.030000,2045-05-15,,86.718750,86.593750,87.062500,2023-03-31
912810RN0,MARKET BASED BOND,0.028750,2045-08-15,,84.843750,84.718750,85.156250,2023-03-31
912810RP5,MARKET BASED BOND,0.030000,2045-11-15,,86.656250,86.531250,86.968750,2023-03-31
912810RQ3,MARKET BASED BOND,0.025000,2046-02-15,,79.093750,78.968750,79.375000,2023-03-31
912810RS9,MARKET BASED BOND,0.025000,2046-05-15,,79.031250,78.906250,79.312500,2023-03-31
912810RT7,MARKET BASED BOND,0.022500,2046-08-15,,75.125000,75.000000,75.375000,2023-03-31
912810RU4,MARKET BASED BOND,0.028750,2046-11-15,,84.875000,84.750000,85.156250,2023-03-31
912810RV2,MARKET BASED BOND,0.030000,2047-02-15,,86.640625,86.531250,86.937500,2023-03-31
912810RX8,MARKET BASED BOND,0.030000,2047-05-15,,86.656250,86.562500,86.968750,2023-03-31
912810RY6,MARKET BASED BOND,0.027500,2047-08-15,,82.765625,82.687500,83.093750,2023-03-31
912810RZ3,MARKET BASED BOND,0.027500,2047-11-15,,82.828125,82.750000,83.156250,2023-03-31
912810SA7,MARKET BASED BOND,0.030000,2048-02-15,,86.828125,86.750000,87.156250,2023-03-31
912810SC3,MARKET BASED BOND,0.031250,2048-05-15,,88.843750,88.781250,89.187500,2023-03-31
912810SD1,MARKET BASED BOND,0.030000,2048-08-15,,86.906250,86.843750,87.250000,2023-03-31
912810SE9,MARKET BASED BOND,0.033750,2048-11-15,,93.093750,93.031250,93.468750,2023-03-31
912810SF6,MARKET BASED BOND,0.030000,2049-02-15,,87.140625,87.062500,87.437500,2023-03-31
912810SH2,MARKET BASED BOND,0.028750,2049-05-15,,85.140625,85.093750,85.468750,2023-03-31
912810SJ8,MARKET BASED BOND,0.022500,2049-08-15,,74.812500,74.750000,75.093750,2023-03-31
912810SK5,MARKET BASED BOND,0.023750,2049-11-15,,76.875000,76.812500,77.187500,2023-03-31
912810SL3,MARKET BASED BOND,0.020000,2050-02-15,,70.500000,70.437500,70.812500,2023-03-31
912810SN9,MARKET BASED BOND,0.012500,2050-05-15,,57.796875,57.750000,58.062500,2023-03-31
912810SP4,MARKET BASED BOND,0.013750,2050-08-15,,59.718750,59.656250,60.000000,2023-03-31
912810SS8,MARKET BASED BOND,0.016250,2050-11-15,,63.750000,63.687500,64.062500,2023-03-31
912810SU3,MARKET BASED BOND,0.018750,2051-02-15,,67.937500,67.875000,68.250000,2023-03-31
912810SX7,MARKET BASED BOND,0.023750,2051-05-15,,76.359375,76.312500,76.687500,2023-03-31
912810SZ2,MARKET BASED BOND,0.020000,2051-08-15,,69.921875,69.875000,70.250000,2023-03-31
912810TB4,MARKET BASED BOND,0.018750,2051-11-15,,67.687500,67.625000,68.000000,2023-03-31
912810TD0,MARKET BASED BOND,0.022500,2052-02-15,,74.140625,74.093750,74.500000,2023-03-31
912810TG3,MARKET BASED BOND,0.028750,2052-05-15,,85.062500,85.031250,85.437500,2023-03-31
912810TJ7,MARKET BASED BOND,0.030000,2052-08-15,,87.328125,87.281250,87.750000,2023-03-31
912810TL2,MARKET BASED BOND,0.040000,2052-11-15,,105.531250,105.500000,106.031250,2023-03-31
912810TN8,MARKET BASED BOND,0.036250,2053-02-15,,98.687500,98.656250,99.156250,2023-03-31
9128284H0,TIPS,0.006250,2023-04-15,,0.000000,100.031250,100.031250,2023-03-31
912828VM9,TIPS,0.003750,2023-07-15,,0.000000,100.281250,100.281250,2023-03-31
912828B25,TIPS,0.006250,2024-01-15,,99.171875,99.093750,99.156250,2023-03-31
9128286N5,TIPS,0.005000,2024-04-15,,98.406250,98.343750,98.406250,2023-03-31
912828WU0,TIPS,0.001250,2024-07-15,,98.000000,97.937500,98.000000,2023-03-31
912828YL8,TIPS,0.001250,2024-10-15,,97.640625,97.562500,97.656250,2023-03-31
912828H45,TIPS,0.002500,2025-01-15,,97.531250,97.468750,97.593750,2023-03-31
912810FR4,TIPS,0.023750,2025-01-15,,101.187500,101.093750,101.187500,2023-03-31
912828ZJ2,TIPS,0.001250,2025-04-15,,96.859375,96.781250,96.875000,2023-03-31
912828XL9,TIPS,0.003750,2025-07-15,,97.750000,97.687500,97.781250,2023-03-31
91282CAQ4,TIPS,0.001250,2025-10-15,,96.812500,96.750000,96.875000,2023-03-31
912828N71,TIPS,0.006250,2026-01-15,,97.687500,97.625000,97.750000,2023-03-31
912810FS2,TIPS,0.020000,2026-01-15,,101.343750,101.250000,101.375000,2023-03-31
91282CCA7,TIPS,0.001250,2026-04-15,,95.828125,95.781250,95.906250,2023-03-31
912828S50,TIPS,0.001250,2026-07-15,,96.187500,96.125000,96.281250,2023-03-31
91282CDC2,TIPS,0.001250,2026-10-15,,95.875000,95.812500,95.968750,2023-03-31
912828V49,TIPS,0.003750,2027-01-15,,96.218750,96.156250,96.343750,2023-03-31
912810PS1,TIPS,0.023750,2027-01-15,,103.515625,103.437500,103.625000,2023-03-31
91282CEJ6,TIPS,0.001250,2027-04-15,,95.062500,95.000000,95.187500,2023-03-31
9128282L3,TIPS,0.003750,2027-07-15,,96.390625,96.343750,96.531250,2023-03-31
91282CFR7,TIPS,0.016250,2027-10-15,,101.703125,101.656250,101.875000,2023-03-31
9128283R9,TIPS,0.005000,2028-01-15,,96.343750,96.281250,96.500000,2023-03-31
912810PV4,TIPS,0.017500,2028-01-15,,102.109375,102.031250,102.250000,2023-03-31
912810FD5,TIPS,0.036250,2028-04-15,,111.359375,111.250000,111.531250,2023-03-31
912828Y38,TIPS,0.007500,2028-07-15,,97.843750,97.781250,98.000000,2023-03-31
912810PZ5,TIPS,0.025000,2029-01-15,,106.875000,106.781250,107.000000,2023-03-31
9128285W6,TIPS,0.008750,2029-01-15,,98.031250,97.968750,98.218750,2023-03-31
912810FH6,TIPS,0.038750,2029-04-15,,115.015625,114.906250,115.156250,2023-03-31
9128287D6,TIPS,0.002500,2029-07-15,,94.562500,94.500000,94.718750,2023-03-31
912828Z37,TIPS,0.001250,2030-01-15,,92.968750,92.906250,93.156250,2023-03-31
912828ZZ6,TIPS,0.001250,2030-07-15,,92.843750,92.781250,93.031250,2023-03-31
91282CBF7,TIPS,0.001250,2031-01-15,,92.218750,92.156250,92.406250,2023-03-31
91282CCM1,TIPS,0.001250,2031-07-15,,91.906250,91.843750,92.093750,2023-03-31
91282CDX6,TIPS,0.001250,2032-01-15,,91.125000,91.062500,91.343750,2023-03-31
912810FQ6,TIPS,0.033750,2032-04-15,,117.984375,117.843750,118.156250,2023-03-31
91282CEZ0,TIPS,0.006250,2032-07-15,,95.296875,95.250000,95.500000,2023-03-31
91282CGK1,TIPS,0.011250,2033-01-15,,99.468750,99.406250,99.718750,2023-03-31
912810QF8,TIPS,0.021250,2040-02-15,,110.234375,110.062500,110.281250,2023-03-31
912810QP6,TIPS,0.021250,2041-02-15,,110.125000,109.968750,110.250000,2023-03-31
912810QV3,TIPS,0.007500,2042-02-15,,87.171875,87.000000,87.218750,2023-03-31
912810RA8,TIPS,0.006250,2043-02-15,,84.281250,84.125000,84.312500,2023-03-31
912810RF7,TIPS,0.013750,2044-02-15,,96.750000,96.593750,96.718750,2023-03-31
912810RL4,TIPS,0.007500,2045-02-15,,85.031250,84.875000,85.031250,2023-03-31
912810RR1,TIPS,0.010000,2046-02-15,,89.312500,89.156250,89.312500,2023-03-31
912810RW0,TIPS,0.008750,2047-02-15,,86.406250,86.250000,86.437500,2023-03-31
912810SB5,TIPS,0.010000,2048-02-15,,88.843750,88.687500,88.843750,2023-03-31
912810SG4,TIPS,0.010000,2049-02-15,,88.625000,88.500000,88.656250,2023-03-31
912810SM1,TIPS,0.002500,2050-02-15,,72.421875,72.281250,72.500000,2023-03-31
912810SV1,TIPS,0.001250,2051-02-15,,69.171875,69.031250,69.218750,2023-03-31
912810TE8,TIPS,0.001250,2052-02-15,,69.234375,69.093750,69.343750,2023-03-31
912810TP3,TIPS,0.015000,2053-02-15,,101.328125,101.187500,101.500000,2023-03-31
91282CBY6,MARKET BASED FRN,0.048311,2023-04-30,,0.000000,99.995864,99.992850,2023-03-31
91282CCQ2,MARKET BASED FRN,0.048260,2023-07-31,,99.955899,99.939563,99.922418,2023-03-31
91282CDE8,MARKET BASED FRN,0.048321,2023-10-31,,99.974066,99.930919,99.936668,2023-03-31
91282CDU2,MARKET BASED FRN,0.047814,2024-01-31,,99.964330,99.882239,99.882239,2023-03-31
91282CEL1,MARKET BASED FRN,0.047206,2024-04-30,,99.833211,99.780359,99.788282,2023-03-31
91282CFD8,MARKET BASED FRN,0.048341,2024-07-31,,99.892645,99.840783,99.886146,2023-03-31
91282CFS5,MARKET BASED FRN,0.049386,2024-10-31,,99.966294,99.904971,99.943279,2023-03-31
91282CGF2,MARKET BASED FRN,0.049994,2025-01-31,,100.018965,99.957136,100.045445,2023-03-31
912796Z93,MARKET BASED BILL,0.000000,2023-04-04,,0.000000,99.987250,100.000000,2023-04-03
912796YN3,MARKET BASED BILL,0.000000,2023-04-06,,0.000000,99.960833,99.974000,2023-04-03
912796CT4,MARKET BASED BILL,0.000000,2023-04-11,,99.898556,99.895778,99.909972,2023-04-03
912796YU7,MARKET BASED BILL,0.000000,2023-04-13,,99.872639,99.870278,99.882750,2023-04-03
912797LM7,MARKET BASED BILL,0.000000,2023-04-17,,99.819944,99.818000,99.832806,2023-04-03
912796CU1,MARKET BASED BILL,0.000000,2023-04-18,,99.811250,99.806250,99.818778,2023-04-03
912796V48,MARKET BASED BILL,0.000000,2023-04-20,,99.785139,99.779944,99.792444,2023-04-03
912796CV9,MARKET BASED BILL,0.000000,2023-04-25,,99.725917,99.719500,99.728750,2023-04-03
912796YV5,MARKET BASED BILL,0.000000,2023-04-27,,99.700333,99.693333,99.708667,2023-04-03
912796CW7,MARKET BASED BILL,0.000000,2023-05-02,,99.631458,99.625417,99.639889,2023-04-03
912796YW3,MARKET BASED BILL,0.000000,2023-05-04,,99.615514,99.606472,99.618333,2023-04-03
912797FD4,MARKET BASED BILL,0.000000,2023-05-09,,99.546000,99.536000,99.553750,2023-04-03
912796ZE2,MARKET BASED BILL,0.000000,2023-05-11,,99.520250,99.512333,99.520028,2023-04-03
912797FE2,MARKET BASED BILL,0.000000,2023-05-16,,99.461306,99.450556,99.466833,2023-04-03
912796W47,MARKET BASED BILL,0.000000,2023-05-18,,99.432500,99.422500,99.434111,2023-04-03
912797FF9,MARKET BASED BILL,0.000000,2023-05-23,,99.363889,99.361111,99.375250,2023-04-03
912796ZF9,MARKET BASED BILL,0.000000,2023-05-25,,99.335556,99.322556,99.345500,2023-04-03
912797FG7,MARKET BASED BILL,0.000000,2023-05-30,,99.264542,99.262167,99.273556,2023-04-03
912796ZG7,MARKET BASED BILL,0.000000,2023-06-01,,99.246931,99.236278,99.254056,2023-04-03
912797FM4,MARKET BASED BILL,0.000000,2023-06-06,,99.181333,99.175111,99.191500,2023-04-03
912796ZP7,MARKET BASED BILL,0.000000,2023-06-08,,99.156667,99.147500,99.164028,2023-04-03
912797FN2,MARKET BASED BILL,0.000000,2023-06-13,,99.101653,99.094750,99.091944,2023-04-03
912796X53,MARKET BASED BILL,0.000000,2023-06-15,,99.062153,99.051000,99.062000,2023-04-03
912797FP7,MARKET BASED BILL,0.000000,2023-06-20,,99.007667,98.996833,99.016111,2023-04-03
912796ZQ5,MARKET BASED BILL,0.000000,2023-06-22,,98.974444,98.964444,98.970806,2023-04-03
912797FQ5,MARKET BASED BILL,0.000000,2023-06-27,,98.915069,98.899722,98.933667,2023-04-03
912796ZR3,MARKET BASED BILL,0.000000,2023-06-29,,98.876250,98.866583,98.891556,2023-04-03
912797FR3,MARKET BASED BILL,0.000000,2023-07-05,,98.796167,98.772917,98.788667,2023-04-03
912796ZS1,MARKET BASED BILL,0.000000,2023-07-06,,98.787139,98.754500,98.785833,2023-04-03
912797FX0,MARKET BASED BILL,0.000000,2023-07-11,,98.710250,98.693750,98.712389,2023-04-03
912796XQ7,MARKET BASED BILL,0.000000,2023-07-13,,98.696819,98.664556,98.669444,2023-04-03
912797FY8,MARKET BASED BILL,0.000000,2023-07-18,,98.623472,98.595500,98.626250,2023-04-03
912796ZZ5,MARKET BASED BILL,0.000000,2023-07-20,,98.609500,98.581000,98.597111,2023-04-03
912797FZ5,MARKET BASED BILL,0.000000,2023-07-25,,98.529431,98.515306,98.544000,2023-04-03
912796Y29,MARKET BASED BILL,0.000000,2023-07-27,,98.511389,98.489028,98.514833,2023-04-03
912796Y37,MARKET BASED BILL,0.000000,2023-08-03,,98.408917,98.380111,98.406833,2023-04-03
912796XY0,MARKET BASED BILL,0.000000,2023-08-10,,98.337333,98.305083,98.311111,2023-04-03
912796Z36,MARKET BASED BILL,0.000000,2023-08-17,,98.233889,98.201778,98.233750,2023-04-03
912796Z44,MARKET BASED BILL,0.000000,2023-08-24,,98.131069,98.101278,98.122444,2023-04-03
912796Z51,MARKET BASED BILL,0.000000,2023-08-31,,98.041667,98.012500,98.046444,2023-04-03
912796YH6,MARKET BASED BILL,0.000000,2023-09-07,,97.963361,97.932833,97.954667,2023-04-03
912796CQ0,MARKET BASED BILL,0.000000,2023-09-14,,97.856611,97.836111,97.858361,2023-04-03
912796CR8,MARKET BASED BILL,0.000000,2023-09-21,,97.784125,97.762750,97.785278,2023-04-03
912796CS6,MARKET BASED BILL,0.000000,2023-09-28,,97.668694,97.651389,97.679333,2023-04-03
912796YJ2,MARKET BASED BILL,0.000000,2023-10-05,,97.623264,97.579583,97.618222,2023-04-03
912796YT0,MARKET BASED BILL,0.000000,2023-11-02,,97.373000,97.319750,97.308778,2023-04-03
912796ZD4,MARKET BASED BILL,0.000000,2023-11-30,,97.044403,96.974111,96.980000,2023-04-03
912796ZN2,MARKET BASED BILL,0.000000,2023-12-28,,96.831778,96.772000,96.776556,2023-04-03
912796ZY8,MARKET BASED BILL,0.000000,2024-01-25,,96.394750,96.328750,96.365778,2023-04-03
912796Z28,MARKET BASED BILL,0.000000,2024-02-22,,96.041319,95.973611,96.013000,2023-04-03
912797LL9,MARKET BASED BILL,0.000000,2024-03-21,,95.719875,95.685556,95.707556,2023-04-03
912828ZH6,MARKET BASED NOTE,0.002500,2023-04-15,,0.000000,99.843750,99.843750,2023-04-03
91282CBX8,MARKET BASED NOTE,0.001250,2023-04-30,,0.000000,99.656250,99.656250,2023-04-03
912828R28,MARKET BASED NOTE,0.016250,2023-04-30,,0.000000,99.750000,99.750000,2023-04-03
9128284L1,MARKET BASED NOTE,0.027500,2023-04-30,,0.000000,99.812500,99.812500,2023-04-03
912828VB3,MARKET BASED NOTE,0.017500,2023-05-15,,0.000000,99.625000,99.656250,2023-04-03
912828ZP8,MARKET BASED NOTE,0.001250,2023-05-15,,0.000000,99.468750,99.468750,2023-04-03
912828R69,MARKET BASED NOTE,0.016250,2023-05-31,,0.000000,99.500000,99.500000,2023-04-03
91282CCD1,MARKET BASED NOTE,0.001250,2023-05-31,,0.000000,99.281250,99.281250,2023-04-03
